X1,X2,X3,X4,X5,X6,X7,X8
-0.020646222,0.078202641,0.197889498,0.112967165,-0.026752543,-0.110651815,0.257547141,0.005922522
-0.001957545,0.031556552,-0.008212185,-0.05613466,-0.05085742,-0.003230017,-0.050057139,-0.071244932
-0.006541862,0.150419531,-0.254313349,0.114832263,0.125553849,-0.199414667,-0.034265108,-0.030210275
-0.073223976,-0.091655001,0.1805116,0.097730858,0.131111444,0.073125156,-0.098987004,-0.051613821
-0.113740018,0.081075174,-0.019838358,-0.037375514,0.073961393,0.049101123,-0.034225066,0.120023423
0.068508347,0.059428194,-0.022755884,0.03261426,-0.124692279,0.096804383,-0.017646392,-0.048420831
-0.062294169,-0.140690781,-0.152563382,0.060611694,-0.127723828,0.175657532,-0.20491306,0.169801486
-0.008752246,-0.047509233,0.041240032,-0.002423033,0.111432321,0.011435736,0.025829625,-0.036349871
0.043865882,-0.170506617,-0.131132702,0.077560607,0.017088305,-0.017232972,0.001889165,0.035777862
-0.072757173,0.024743261,-0.090364094,0.041998624,-0.168453666,0.10677829,0.04736369,0.028982859
0.171038833,0.103886707,-0.177887308,-0.126987556,-0.061952692,0.002748632,0.055756463,-0.072452295
-0.039823672,-0.051658612,-0.111081281,-0.092304174,-0.130330709,-0.069869584,0.105366824,-0.070686865
0.056132811,0.022185328,-0.080010663,0.070512042,-0.055007764,0.017484298,0.257717069,-0.004983088
-0.065587335,-0.001578337,0.183394478,-0.061373304,0.18273644,0.074558642,-0.056139682,0.066551291
0.071539402,-0.146932412,-0.071639911,-0.017438293,-0.006313338,0.062645411,0.019715747,-0.133028509
0.062597607,0.057518728,0.110763104,0.083788697,0.046009236,-0.006844034,-0.164722537,0.043112792
0.037709603,-0.123994318,-0.101523779,0.106103008,-0.001849352,0.071671576,0.002848232,0.006056932
-0.047538303,0.012704201,-0.038880285,-0.042374198,-0.027539858,0.025414666,-0.046076977,0.12837674
-0.017895729,-0.043519603,0.145533176,0.020934949,0.103723126,-0.148528955,0.026931093,0.088986777
0.108738502,-0.045374873,0.163485052,0.230869427,-0.036152374,-0.043456722,0.153059745,0.158914054
-0.029835849,-0.020160252,-0.124269708,-0.091509691,-0.084423869,-0.067163549,-0.002807518,0.031835654
-0.094373895,0.103065128,-0.02028585,-0.004381398,0.069994156,-0.111302169,0.039819804,0.017494
0.063144277,0.245653469,-0.056324847,-0.053019631,-0.062308294,-0.047476383,-0.059402852,0.125964066
-0.038240496,-0.082283811,0.05785449,-0.052266289,0.064136506,0.033193009,-0.150785509,0.166038638
-0.051195753,-0.037766013,0.03681533,0.033668223,0.066673957,0.20863054,-0.017309101,-0.073170899
-0.071680518,-0.002906087,0.193229161,-0.049534522,0.02271886,-0.000515003,0.134073673,0.253679618
-0.040231041,0.11561734,0.083628199,0.185667532,0.059128919,-0.033236445,0.059065576,0.113226527
0.058796302,0.108765572,0.125938655,0.138581483,0.075212719,-0.014042272,0.015058,0.12298674
0.039428772,-0.034575718,0.009905448,0.128500438,0.024871355,0.006310254,-0.135916599,0.076083631
0.216877773,-0.030748388,0.02493365,0.026222893,0.162699037,-0.009390261,0.027916089,0.060911531
-0.0429278,0.019595505,0.114325395,-0.102246896,0.013503259,-0.068762507,0.119535525,-0.151225313
0.049282176,0.160473492,-0.004534219,-0.054655701,0.191252035,-0.143793156,-0.218225697,0.04488365
-0.083065516,0.070841812,0.035897722,-0.056019206,-0.127134266,0.100886006,0.072256883,0.002017652
-0.087324408,-0.152165923,-0.062842496,0.00720039,0.02527539,-0.015785781,0.038767835,-0.117858346
-0.002922156,0.112914337,0.040283731,0.046136021,0.056992282,0.044925338,0.064359493,0.133050425
0.073248342,-0.008486736,0.147979581,-0.067032047,0.180732603,-0.00216047,-0.14237111,0.014433851
0.088529712,-0.058693011,-0.025865846,-0.187229103,-0.043882643,-0.239918005,-0.158388649,0.078202652
0.046274031,-0.096496902,-0.002218201,0.001546134,-0.105320048,0.150342722,0.107882456,-0.022093887
0.039143992,-0.204172011,-0.02209684,-0.06819629,-0.100161284,-0.026805048,0.18767968,0.065226145
0.067124684,0.140082025,0.094381346,0.007304367,-0.063298458,0.071436104,0.039600017,0.090931373
0.108111335,-0.05085117,0.135039879,0.021719338,0.207542093,-0.0672214,0.175382471,0.021276287
-0.047154433,-0.026564,0.052301413,0.05281887,-0.057228482,-0.001673946,0.215808587,0.173420641
0.005033473,0.012823764,0.069610791,-0.101896193,-0.024900704,-0.165924531,0.039923293,0.065536736
0.16327439,-0.121122868,-0.145721404,0.023571613,0.107824681,0.168398701,-0.036252594,0.107873274
-0.012452406,0.094736412,0.074483709,-0.1547172,0.147820721,0.138985399,-0.052630927,0.040434584
0.067777531,-0.053366169,-0.042785462,-0.001999522,0.124454126,0.086816796,-0.030300504,0.105569554
0.126917681,-0.173422199,-0.028916024,-0.111960655,-0.129466948,0.116091485,-0.044132116,0.034658094
0.051343641,0.00793303,-0.120381349,0.106291314,-0.045615102,-0.152766682,-0.038094485,0.152606049
-0.034155687,-0.03057827,-0.016291883,0.207713564,0.041582898,0.043272576,0.111196526,0.024113776
0.000349098,-0.007080498,0.01618326,0.073911403,0.018138066,0.089235232,-0.007416277,0.02183834
0.093992624,0.034727417,0.129488352,-0.285598513,0.210476339,-0.012456995,0.113605306,-0.102676371
-0.103360115,-0.057346726,0.192108346,-0.018409198,0.046213241,0.087539559,0.049622501,0.015508078
0.253693329,0.005309805,0.032009268,0.105357092,0.110654263,0.129375425,0.066555133,-0.104962146
-0.11323224,0.030570924,-0.074554908,-0.006413804,0.036206276,0.032958495,0.048050376,0.162091054
-0.0204555,0.098076247,0.124758814,-0.120552128,0.059752348,0.070207341,-0.029376158,0.13764949
0.035806975,-0.012637754,0.019478717,-0.10695668,-0.139645244,0.177998862,-0.08297096,-0.082909424
-0.025670807,-0.132195153,0.18792655,0.117071785,-0.065383115,0.250231696,0.109265807,-0.010618537
0.239326603,-0.12836233,-0.156538317,0.105462428,0.248086982,0.141340554,0.078306478,0.062024548
0.081282681,0.035470416,0.013397248,-0.006154706,-0.072059762,-0.024158258,-0.162303678,-0.006413369
-0.109976408,0.018043261,0.14581893,0.092152195,-0.157038696,-0.098760973,0.094281386,-0.098072129
0.058280017,-0.090455497,0.020047394,-0.133237802,-0.057589156,0.031979736,-0.155885568,0.044048824
0.05545995,0.022511983,0.136922784,0.026841756,-0.037614861,0.012236341,0.054687749,0.004891774
-0.06829206,-0.060665737,-0.129017622,0.176609393,-0.12417018,-0.068942539,-0.071788322,0.089796921
0.127185634,-0.062355398,0.032318252,-0.080511003,0.223872176,-0.118074923,0.032645647,0.063976992
-0.018425599,-0.012668729,0.004573034,-0.01385106,0.098332518,0.221083475,-0.050869588,-0.13695302
0.260761326,-0.080361183,0.174713974,0.168539033,-0.055301269,0.057064088,0.179946928,-0.037767717
-0.054211624,-0.092318181,-0.058677984,-0.121228075,0.011929969,-0.076559396,0.0245183,-0.155206379
0.09910405,-0.198340633,0.043075442,0.126810946,-0.116555228,0.167269679,0.04395337,-0.0704903
0.058564329,0.008157187,0.059751468,-0.091982484,0.021760387,-0.139207433,-0.001329905,-0.088497249
0.129240612,0.110202083,0.066059808,-0.092232159,-0.029102612,0.121928566,0.02095424,0.2324744
0.036413685,-0.029602477,0.031410554,-0.014512259,0.073362899,0.109156832,-0.073395645,-0.12132252
0.055691608,-0.110040674,-0.214649039,0.041313264,0.249363133,-0.000567974,0.088019402,0.008217163
0.093439341,-0.015205191,0.030413439,0.033027226,-0.06629701,0.100355606,-0.017495863,-0.074567066
-0.088287203,0.003095609,0.004647426,0.112765341,0.047797063,-0.001258087,0.085301567,0.140109788
0.00794309,-0.131177144,-0.103755643,-0.030190981,-0.057136414,-0.01867725,0.005665546,0.052986671
0.056114524,0.009677012,-0.190006821,-0.093158151,-0.014135307,-0.115027952,0.060114967,0.158273915
-0.010987729,0.159903391,0.015293872,-0.031525869,-0.058736734,-0.030143833,-0.034186681,0.017131866
0.001323314,0.043763988,0.125944314,0.096904071,-0.148191633,-0.255190036,0.093750019,-0.136511052
-0.093763805,-0.175439453,0.062744486,0.075931289,-0.05483392,-0.250355512,-0.031831761,0.046835529
0.022690986,-0.000349924,0.065712791,0.012745247,-0.095577226,0.123141107,0.006084301,0.000318008
-0.039049456,-0.08718482,-0.005310146,0.171201031,-0.137141382,-0.159565506,0.152424339,-0.019365564
0.10590502,-0.060553095,0.190634063,0.067793025,-0.039998203,0.216089126,-0.05166009,0.074523053
0.14200418,0.167053523,0.005473328,-0.073143874,0.047375983,-0.067237698,0.217681803,0.014120643
0.028310528,-0.134703642,-0.089036184,0.120170111,-0.06408442,-0.102623523,0.055247593,0.120379544
0.102793168,-0.073301276,-0.132895107,0.15051458,-0.027935727,-0.024251967,0.13650547,0.056350419
0.22364652,-0.05905349,0.101841524,0.008505281,0.03365562,0.157447931,0.050989431,0.05785556
-0.033410711,-0.080809458,-0.087720469,-0.191594362,0.205642415,-0.109942841,-0.013448915,-0.027350584
0.087396648,0.088355813,-0.055517569,-0.0165118,0.039270515,-0.022708931,0.164965158,0.050987654
0.079550162,0.118272046,0.029048501,-0.127041586,0.040050587,-0.05900231,-0.052681175,0.064003109
0.003241358,0.031136446,0.172431701,0.036579759,0.265010181,0.057132091,-0.174857831,0.075842648
0.14524307,0.076237943,0.001303777,-0.122150755,-0.020500902,-0.073897721,-0.056909918,0.068617874
0.047288987,-0.119587796,0.053691697,0.121572692,-0.056502048,-0.011720647,0.003380125,-0.077018895
-0.011109043,0.042818084,-0.087781648,-0.042163773,0.076672112,-0.037081382,0.172744466,-0.039786927
0.101216257,-0.139524888,-0.166669844,-0.152563005,0.126791745,-0.055049578,0.256301189,-0.056305553
0.175021103,0.20894294,0.216585305,0.12611051,0.109388894,0.061930493,0.078896767,-0.052775499
-0.000146455,-0.002945704,-0.043118909,0.070197807,0.100301679,0.008990705,0.149095393,-0.114037647
-0.050374944,-0.18609589,0.000149756,-0.012143898,0.152823294,0.069044862,-0.102390391,0.190627488
0.064682666,-0.022648403,-0.083031415,-0.034659495,0.108919104,0.193472803,0.15599287,-0.044497541
0.033150766,-0.174775672,0.036442277,-0.007102162,-0.046243266,-0.153995485,0.064461115,-0.048479615
-0.286768615,-0.002353079,0.194083969,0.166125927,-0.045694493,-0.059856893,0.055177539,-0.09951977
0.087962958,0.133993898,-0.007272621,-0.019732966,-0.079518912,-0.079349488,-0.021393893,0.03965778
-0.071007798,0.149284724,-0.020765201,-0.001090768,-0.074604351,-0.242107445,0.090608259,0.073961398
0.008856975,0.05172328,-0.154631317,-0.052630524,0.079426825,-0.124558715,0.049871398,-0.134896731
0.005983199,-0.154339928,0.121055669,-0.052900098,-0.080194252,0.020072137,0.120293941,-0.101568866
0.046007655,0.073706903,0.02309619,-0.034768413,-0.081919496,0.009376726,-0.107072889,-0.291468003
0.122148468,-0.236133213,-0.093370235,0.063175953,0.2061122,0.009640511,-0.072769521,-0.011673646
-0.061780298,-0.0773038,-0.040075113,-0.095313249,0.013464392,0.162808461,0.032340456,-0.024937312
-0.14657078,0.088792782,-0.002626503,-0.018039042,0.322036141,0.035151001,-0.065901797,-0.038019513
0.019624399,-0.143825728,0.104626292,-0.066285232,0.1874274,0.108023224,-0.044299732,0.128117751
0.087246075,0.05175728,-0.081615798,-0.060624921,0.104314201,-0.032759789,-0.03628069,-0.094884231
0.210817047,-0.10475495,0.011178777,0.142176257,-0.006861525,0.045377272,-0.105863732,0.04295329
0.104652414,0.118776095,0.26475924,0.063334066,0.038643858,0.019787478,-0.034595945,0.034153801
0.034594862,0.15278899,-0.090516592,0.114084135,0.132914868,-0.005078073,-0.212048449,-0.054894517
0.005767732,-0.097472247,-0.043143759,0.085964972,0.058577914,-0.020489848,-0.036673416,-0.036197873
0.166022242,-0.031673632,0.136314282,0.163242562,0.102048083,-0.039895323,0.040519951,0.000438809
0.038610763,-0.112329504,0.124782551,-0.043723698,0.028110406,0.029230921,-0.025333424,0.059458747
0.094496823,-0.129926763,0.02810565,0.194192101,-0.099459604,-0.067282731,0.051689841,0.018388473
0.055290791,0.063709125,0.114607818,0.040990182,-0.012812594,0.0710562,0.191572632,-0.009939399
0.113250905,-0.008097631,-0.210294592,0.091633014,-0.05302876,-0.007040041,0.034965177,0.020811595
-0.038615737,0.064577724,-0.018689836,0.074253746,0.064055731,-0.090932041,0.108615558,-0.051310994
0.055811056,0.183923161,-0.017829853,-0.032699267,-0.000287875,-0.025876992,0.082888213,-0.157745198
-0.102876601,0.09512613,0.171277711,-0.009680654,-0.0165614,0.007232495,0.116422197,-0.092536444
0.10021457,0.058910233,0.024311813,0.103311051,-0.270295115,0.068832844,-0.06538926,-0.182148641
0.150270958,-0.013567532,0.11889205,0.16160062,0.134693397,0.174261631,0.075871035,0.016525395
-0.020102405,-0.080084064,0.220166045,-0.016809863,0.020154909,0.056699307,0.014988735,0.170862027
0.020921159,-0.059705132,-0.130088391,-0.05853101,-0.003618908,-0.042902596,-0.068116914,-0.140607573
-0.13026093,0.081082493,0.026011243,-0.14324441,-0.029893144,-0.061150553,0.032561673,0.146351996
0.011604865,-0.015810304,0.068672551,0.026965003,-0.069041245,-0.031903577,-0.078293799,0.107602304
0.202628543,-0.004651306,-0.054618286,-0.151270413,-0.180095834,-0.148412938,0.027068908,0.059623076
0.092988866,-0.047411158,0.026655467,0.161331487,0.096548753,-0.024784339,-0.081409982,-0.213371405
-0.011286895,-0.098504799,-0.009459003,0.011927166,-0.014677244,-0.060244377,0.017080459,0.04835546
0.141785329,-0.009831971,0.0040385,0.070855111,0.02336429,0.095836403,0.029982701,-0.060786341
-0.114197667,0.010860863,-0.002757839,-0.010547104,-0.011347617,-0.188082688,-0.051657875,0.009373929
-0.092134996,0.126573066,-0.078704512,0.099107452,0.042752809,-0.061243353,0.189912373,-0.116406728
0.104906963,-0.065203701,0.141373011,-0.024972803,0.031816049,0.028550681,-0.012118112,0.083284513
-0.167176993,0.136429923,-0.161983409,0.10828039,0.112857606,-0.108911879,-0.040796129,-0.110408798
-0.023201495,0.085837641,0.144167848,0.142828658,-0.05269941,-0.017198433,-0.16419219,-0.077328721
0.167053623,-0.117199577,-0.058395401,-0.000518361,0.034136124,-0.080959517,0.04250963,-0.047383204
0.056202687,0.001665234,-0.038948483,-0.008209613,-0.008836215,-0.03574258,-0.023585551,0.160965924
-0.021231568,0.070150536,-0.022691886,0.1242995,0.036984439,-0.005651795,0.045218829,-0.152643998
-0.116205977,0.014448786,0.195306935,0.223264592,0.06844022,0.05256686,-0.180094593,-0.052095269
-0.057846881,-0.005370942,-0.031910598,-0.190953253,0.089745149,-0.10389323,0.024891833,0.210366705
-0.217745752,-0.028294936,0.145589247,0.196624431,-0.112016016,0.077640129,-0.042753215,0.013879096
-0.149305339,0.031732835,0.051299245,0.108691327,0.021396665,0.031276178,-0.03705506,0.027324927
0.066782296,-0.03617155,0.040176933,0.000449676,0.116149166,-0.001857968,-0.176960877,0.129063379
-0.063572661,-0.059081874,0.153687599,-0.212730856,0.313774914,0.105931845,0.0223251,-0.005204006
0.055924846,0.071607522,0.05697036,0.020811371,-0.006157517,-0.01371809,-0.015563283,0.114610093
-0.291438112,0.066563764,0.020237167,0.003702145,-0.038721911,0.113074038,0.094818511,-0.076707846
-0.087508349,-0.137838954,-0.058068321,0.087354316,0.095316616,0.052954537,0.076984587,0.053058074
0.049708574,0.081052532,0.083819516,0.119901708,0.073119618,0.038255632,0.107996488,6.98E-05
-0.014210996,-0.072382551,-0.066566272,-0.01366997,-0.074929066,-0.030796147,-0.188849244,0.021329376
-0.079711786,0.067253887,0.104482865,-0.139521943,-0.076216417,-0.076763961,-0.093658369,0.083078974
0.03467692,-0.197111236,0.097418441,-0.122011412,0.011833175,0.064207508,0.138128307,-0.098970952
0.033043159,0.182898224,0.125872032,0.021583677,-0.044697583,0.08173426,-0.095911709,0.048530027
0.138915627,0.280719134,0.041875076,-0.050845874,-0.002417675,-0.175808916,-0.067133142,-0.039966904
0.021666059,-0.081715937,0.122130285,0.001609199,-0.000154441,-0.029781812,0.02633714,0.085141528
-0.061923233,-0.025897861,-0.123392725,-0.081625164,-0.04762131,0.090335027,0.026566568,0.021893087
-0.008686924,0.043614214,0.008263653,0.026809198,-0.056277066,-0.240450216,-0.01057177,0.145277376
0.102751077,0.123633559,0.010470642,0.024555959,-0.06154957,-0.031529505,0.081812822,0.120456502
-0.044909728,8.57E-05,0.067604984,-0.144268127,-0.229437197,-0.054966329,-0.121723304,-0.050737583
-0.034478398,0.146617884,0.034740031,0.031006058,0.068464702,-0.112085135,0.104968633,-0.006003024
-0.084082138,-0.155013816,0.093437532,0.037659818,-0.089916743,-0.07617281,0.116940556,-0.109496879
-0.085551284,0.066458364,-0.029828077,0.062958189,-0.053985922,-0.014084008,0.006122722,-0.098297873
-0.05077162,-0.022593077,-0.072039153,-0.255729145,-0.017913656,0.241537989,0.078529855,-0.001684147
0.005776772,0.056268803,-0.107547991,0.111729359,0.09115735,0.073629542,0.064266784,0.003546264
0.059602276,-0.0319341,-0.056419059,0.011953081,0.15864705,-0.123900349,-0.144855068,0.016485148
0.017745844,0.025350253,-0.014164438,0.150816099,-0.160047535,-0.082726003,-0.004952522,-0.164210644
0.16770396,0.002148838,0.030137736,-0.125372037,-0.054812492,-0.036275561,-0.029376253,0.129252947
-0.110623508,0.024922963,0.054740883,0.114023247,0.162769513,-0.101290358,-0.08062518,-0.125566107
0.050777131,0.099632421,-0.007025738,-0.031096645,0.019076189,-0.083377774,0.21254478,-0.160646651
0.212499085,0.000694793,-0.0124748,-0.035665814,-0.017749068,0.145395463,-0.218753043,0.160440159
-0.02373873,-0.042877756,0.068463961,-0.152781281,0.046598882,0.204183844,-0.128918456,0.020504388
0.047166985,0.003320972,-0.05847823,0.051846619,0.187437447,-0.015431297,0.086567659,-0.126125599
0.057195184,0.149437514,0.036503627,-0.030661224,0.000735562,-0.124223231,0.060534876,0.088948656
-0.043943775,0.026987577,-0.041635156,0.004675704,0.210254212,-0.022487283,-0.030433021,-0.062815805
-0.01333714,-0.064417258,0.141075337,0.142101182,-0.060035798,-0.18415364,0.100928356,-0.066275172
-0.193326781,0.095230409,-0.114719622,0.073632593,0.007485131,-0.095349087,-0.028834234,0.068671093
0.078944265,0.201592236,-0.144483545,0.16253908,0.012062121,-0.086480649,-0.129849356,-0.015939003
0.031061889,0.157378141,-0.123941678,-0.000726131,-0.117313659,0.063490908,0.091306355,-0.018339425
0.021338174,0.048282317,0.047898673,0.123622689,-0.10710521,0.06843032,0.120661635,-0.177501138
-0.048087958,-0.007463982,0.044822927,-0.039379045,-0.062986037,0.005261434,-0.107085646,-0.106967095
-0.112003739,0.067233979,0.062090264,-0.171022624,-0.067291252,0.120264941,-0.098106864,-0.045693175
0.082017589,-0.023997328,-0.050110857,0.142478196,0.182664588,0.100644357,0.013594094,-0.078412839
0.053290082,0.042593151,0.141844788,0.065158839,-0.144218019,0.105445162,-0.096260812,-0.038178027
0.240034072,0.317027839,0.061845352,-0.017741549,0.054724267,0.088977273,-0.028175224,0.1797064
0.054643496,0.067739879,0.046745055,0.087030259,-0.06163089,-0.053403207,-0.107244489,0.04607372
0.057513055,0.168104773,0.001707451,0.068555887,-0.106897808,-0.038364304,0.070551942,0.085212669
0.004235851,-0.1517865,-0.011474354,0.089748275,0.058930474,0.051810668,0.005492506,0.0022324
0.072997611,0.042136793,0.05207308,-0.038199395,-0.212917866,0.111638923,-0.046944225,-0.084594381
-0.034535358,0.10680712,0.069085467,0.06910341,-0.136157813,0.12127664,0.03048719,-0.036855753
-0.175472489,0.042297122,-0.091142125,-0.134440091,-0.150803334,0.11241717,-0.057778531,0.154377562
-0.15547865,-0.109160378,0.13031573,-0.015585332,-0.049406488,0.024394423,0.054601441,0.119083407
-0.029467955,-0.127510112,-0.038799734,0.027360213,-0.096303022,-0.095710789,0.034587069,-0.00486147
-0.073532783,-0.022588446,-0.088005714,0.089318014,0.103749508,-0.182928662,-0.089744892,-0.148174067
0.001289083,-0.14264102,-0.085898679,-0.092698089,0.023120045,0.00812987,-0.060461742,0.018728094
-0.003839266,0.169558784,0.149767775,-0.123914721,0.085551122,0.090600594,-0.114803196,0.090156085
-0.103878669,-0.085021166,0.105420944,0.027366621,0.059754085,0.038446419,0.041942556,-0.128808153
